configuration,num_items,group,groupID
divergent,25,"{'item_1': [16, 99, 89, 34], 'item_2': [10, 45, 5, 1], 'item_3': [78, 95, 92, 37], 'item_4': [68, 5, 87, 45], 'item_5': [1, 81, 98, 40], 'item_6': [71, 1, 6, 72], 'item_7': [17, 5, 86, 5], 'item_8': [97, 38, 17, 78], 'item_9': [95, 17, 78, 17], 'item_10': [74, 83, 27, 58], 'item_11': [80, 3, 50, 70], 'item_12': [4, 98, 99, 64], 'item_13': [32, 47, 53, 87], 'item_14': [10, 20, 73, 78], 'item_15': [5, 73, 1, 84], 'item_16': [66, 23, 5, 82], 'item_17': [48, 1, 33, 27], 'item_18': [25, 93, 39, 5], 'item_19': [54, 21, 6, 12], 'item_20': [5, 74, 1, 95], 'item_21': [49, 71, 12, 14], 'item_22': [1, 68, 36, 94], 'item_23': [90, 4, 58, 69], 'item_24': [30, 67, 31, 1], 'item_25': [88, 4, 43, 49]}",10.0
divergent,25,"{'item_1': [5, 1, 64, 45], 'item_2': [1, 73, 71, 9], 'item_3': [71, 43, 1, 74], 'item_4': [91, 52, 83, 5], 'item_5': [73, 7, 30, 84], 'item_6': [5, 47, 65, 89], 'item_7': [62, 14, 77, 70], 'item_8': [25, 99, 19, 49], 'item_9': [2, 35, 69, 3], 'item_10': [26, 1, 2, 90], 'item_11': [22, 47, 1, 1], 'item_12': [7, 50, 75, 52], 'item_13': [45, 78, 47, 87], 'item_14': [83, 76, 81, 22], 'item_15': [33, 96, 5, 25], 'item_16': [33, 65, 27, 91], 'item_17': [83, 27, 5, 60], 'item_18': [36, 83, 53, 89], 'item_19': [48, 5, 77, 77], 'item_20': [35, 8, 92, 32], 'item_21': [97, 5, 8, 1], 'item_22': [59, 90, 48, 5], 'item_23': [74, 30, 41, 79], 'item_24': [1, 46, 44, 30], 'item_25': [80, 96, 39, 37]}",11.0
divergent,25,"{'item_1': [51, 71, 85, 37], 'item_2': [87, 5, 85, 5], 'item_3': [57, 62, 16, 13], 'item_4': [53, 26, 5, 65], 'item_5': [6, 48, 3, 87], 'item_6': [82, 1, 28, 5], 'item_7': [87, 38, 1, 42], 'item_8': [26, 74, 99, 18], 'item_9': [84, 15, 1, 100], 'item_10': [72, 52, 5, 85], 'item_11': [5, 45, 86, 40], 'item_12': [1, 90, 28, 59], 'item_13': [54, 27, 6, 1], 'item_14': [37, 48, 21, 98], 'item_15': [50, 1, 89, 86], 'item_16': [1, 56, 55, 1], 'item_17': [45, 77, 93, 3], 'item_18': [13, 98, 43, 30], 'item_19': [69, 65, 85, 6], 'item_20': [36, 19, 92, 41], 'item_21': [30, 81, 98, 73], 'item_22': [40, 5, 2, 88], 'item_23': [5, 31, 100, 74], 'item_24': [59, 4, 77, 26], 'item_25': [15, 55, 11, 53]}",12.0
divergent,25,"{'item_1': [73, 79, 1, 1], 'item_2': [5, 86, 80, 83], 'item_3': [17, 31, 89, 13], 'item_4': [5, 33, 1, 48], 'item_5': [81, 97, 8, 55], 'item_6': [20, 52, 50, 35], 'item_7': [49, 5, 5, 94], 'item_8': [46, 76, 99, 22], 'item_9': [76, 32, 29, 3], 'item_10': [35, 1, 7, 70], 'item_11': [84, 5, 46, 94], 'item_12': [21, 95, 5, 6], 'item_13': [19, 87, 60, 5], 'item_14': [9, 94, 17, 82], 'item_15': [79, 96, 28, 64], 'item_16': [72, 78, 37, 9], 'item_17': [84, 90, 15, 17], 'item_18': [30, 28, 26, 84], 'item_19': [9, 52, 83, 63], 'item_20': [35, 1, 13, 1], 'item_21': [1, 94, 6, 64], 'item_22': [12, 30, 96, 5], 'item_23': [51, 76, 49, 74], 'item_24': [57, 42, 26, 44], 'item_25': [1, 1, 72, 74]}",13.0
divergent,25,"{'item_1': [85, 2, 33, 39], 'item_2': [89, 37, 56, 30], 'item_3': [32, 94, 61, 99], 'item_4': [3, 64, 5, 1], 'item_5': [41, 5, 77, 13], 'item_6': [16, 30, 16, 75], 'item_7': [51, 79, 15, 16], 'item_8': [73, 46, 5, 31], 'item_9': [28, 35, 70, 35], 'item_10': [94, 98, 71, 1], 'item_11': [21, 69, 8, 97], 'item_12': [73, 10, 28, 32], 'item_13': [54, 1, 1, 96], 'item_14': [18, 5, 90, 50], 'item_15': [43, 39, 79, 5], 'item_16': [1, 99, 52, 25], 'item_17': [5, 19, 81, 6], 'item_18': [83, 98, 24, 5], 'item_19': [53, 20, 82, 16], 'item_20': [8, 28, 58, 64], 'item_21': [1, 1, 37, 95], 'item_22': [2, 1, 1, 19], 'item_23': [57, 6, 77, 80], 'item_24': [63, 90, 12, 42], 'item_25': [5, 93, 97, 58]}",14.0
divergent,25,"{'item_1': [74, 11, 1, 72], 'item_2': [87, 1, 31, 76], 'item_3': [70, 67, 6, 77], 'item_4': [19, 84, 57, 4], 'item_5': [54, 100, 72, 1], 'item_6': [58, 100, 5, 52], 'item_7': [76, 30, 62, 65], 'item_8': [16, 5, 93, 81], 'item_9': [58, 2, 69, 5], 'item_10': [87, 50, 35, 78], 'item_11': [17, 75, 100, 1], 'item_12': [53, 64, 5, 5], 'item_13': [62, 74, 36, 85], 'item_14': [75, 68, 71, 9], 'item_15': [97, 6, 1, 13], 'item_16': [36, 99, 4, 25], 'item_17': [6, 85, 58, 93], 'item_18': [1, 78, 76, 63], 'item_19': [5, 1, 86, 15], 'item_20': [13, 78, 80, 100], 'item_21': [61, 86, 93, 90], 'item_22': [29, 30, 44, 18], 'item_23': [1, 5, 69, 100], 'item_24': [5, 4, 39, 98], 'item_25': [17, 68, 9, 25]}",15.0
divergent,25,"{'item_1': [99, 37, 7, 95], 'item_2': [84, 22, 76, 5], 'item_3': [74, 94, 93, 64], 'item_4': [47, 97, 75, 1], 'item_5': [87, 28, 7, 26], 'item_6': [11, 41, 56, 38], 'item_7': [58, 5, 45, 85], 'item_8': [49, 55, 80, 17], 'item_9': [90, 46, 3, 70], 'item_10': [51, 51, 14, 88], 'item_11': [79, 5, 65, 14], 'item_12': [5, 44, 63, 78], 'item_13': [8, 72, 46, 1], 'item_14': [87, 77, 84, 84], 'item_15': [59, 50, 5, 5], 'item_16': [45, 98, 63, 89], 'item_17': [97, 64, 1, 66], 'item_18': [5, 70, 36, 22], 'item_19': [80, 13, 67, 21], 'item_20': [3, 53, 5, 79], 'item_21': [90, 97, 1, 82], 'item_22': [1, 74, 75, 41], 'item_23': [1, 1, 92, 100], 'item_24': [51, 65, 19, 92], 'item_25': [71, 1, 96, 65]}",16.0
divergent,25,"{'item_1': [94, 26, 42, 92], 'item_2': [1, 55, 11, 65], 'item_3': [5, 98, 1, 39], 'item_4': [87, 42, 5, 45], 'item_5': [15, 1, 58, 67], 'item_6': [53, 35, 42, 78], 'item_7': [48, 72, 99, 5], 'item_8': [32, 34, 5, 39], 'item_9': [1, 64, 36, 79], 'item_10': [40, 5, 19, 81], 'item_11': [20, 92, 89, 22], 'item_12': [5, 47, 74, 61], 'item_13': [21, 1, 95, 87], 'item_14': [18, 89, 96, 49], 'item_15': [24, 5, 63, 98], 'item_16': [59, 2, 42, 38], 'item_17': [50, 77, 1, 66], 'item_18': [7, 74, 45, 32], 'item_19': [70, 6, 62, 5], 'item_20': [56, 95, 17, 1], 'item_21': [81, 38, 4, 22], 'item_22': [2, 49, 24, 1], 'item_23': [43, 100, 80, 32], 'item_24': [22, 61, 13, 98], 'item_25': [85, 35, 71, 50]}",17.0
divergent,25,"{'item_1': [96, 5, 23, 34], 'item_2': [88, 11, 5, 91], 'item_3': [32, 28, 1, 90], 'item_4': [67, 98, 37, 92], 'item_5': [46, 31, 40, 5], 'item_6': [1, 4, 59, 98], 'item_7': [70, 8, 43, 54], 'item_8': [69, 89, 8, 45], 'item_9': [92, 24, 90, 91], 'item_10': [40, 24, 77, 5], 'item_11': [32, 98, 100, 10], 'item_12': [82, 1, 13, 3], 'item_13': [2, 75, 13, 13], 'item_14': [87, 22, 85, 1], 'item_15': [67, 54, 5, 29], 'item_16': [76, 53, 9, 78], 'item_17': [1, 41, 54, 1], 'item_18': [5, 21, 35, 80], 'item_19': [63, 87, 41, 34], 'item_20': [89, 4, 23, 37], 'item_21': [67, 4, 51, 64], 'item_22': [98, 5, 42, 47], 'item_23': [50, 59, 97, 72], 'item_24': [40, 1, 82, 88], 'item_25': [5, 61, 1, 41]}",18.0
divergent,25,"{'item_1': [78, 64, 9, 83], 'item_2': [91, 41, 32, 68], 'item_3': [22, 5, 79, 15], 'item_4': [51, 1, 17, 12], 'item_5': [2, 50, 18, 24], 'item_6': [87, 5, 61, 90], 'item_7': [9, 53, 77, 93], 'item_8': [23, 89, 93, 7], 'item_9': [26, 38, 94, 33], 'item_10': [1, 74, 87, 5], 'item_11': [25, 38, 15, 92], 'item_12': [29, 32, 5, 27], 'item_13': [12, 78, 39, 2], 'item_14': [45, 24, 99, 33], 'item_15': [85, 42, 4, 8], 'item_16': [83, 11, 63, 99], 'item_17': [8, 25, 95, 94], 'item_18': [56, 1, 90, 92], 'item_19': [1, 62, 91, 81], 'item_20': [5, 66, 40, 1], 'item_21': [85, 44, 51, 5], 'item_22': [83, 3, 82, 1], 'item_23': [95, 2, 5, 67], 'item_24': [13, 37, 1, 65], 'item_25': [5, 56, 1, 86]}",19.0
divergent,25,"{'item_1': [5, 95, 64, 5], 'item_2': [87, 23, 53, 76], 'item_3': [54, 42, 19, 10], 'item_4': [50, 45, 7, 83], 'item_5': [60, 95, 88, 11], 'item_6': [52, 69, 67, 48], 'item_7': [83, 58, 9, 27], 'item_8': [63, 17, 12, 87], 'item_9': [46, 82, 31, 53], 'item_10': [24, 5, 27, 90], 'item_11': [98, 8, 92, 69], 'item_12': [54, 38, 5, 1], 'item_13': [15, 1, 86, 34], 'item_14': [93, 65, 2, 83], 'item_15': [15, 93, 66, 88], 'item_16': [63, 73, 5, 94], 'item_17': [79, 5, 75, 1], 'item_18': [70, 37, 12, 5], 'item_19': [53, 87, 1, 98], 'item_20': [1, 1, 86, 6], 'item_21': [30, 73, 1, 28], 'item_22': [5, 35, 23, 97], 'item_23': [87, 88, 53, 42], 'item_24': [1, 64, 97, 74], 'item_25': [68, 16, 22, 41]}",20.0
divergent,25,"{'item_1': [10, 19, 46, 5], 'item_2': [59, 98, 78, 6], 'item_3': [5, 5, 20, 97], 'item_4': [44, 95, 57, 5], 'item_5': [5, 81, 5, 88], 'item_6': [46, 44, 18, 94], 'item_7': [1, 57, 68, 70], 'item_8': [43, 71, 5, 82], 'item_9': [78, 63, 1, 72], 'item_10': [68, 15, 1, 20], 'item_11': [46, 5, 95, 39], 'item_12': [20, 29, 89, 75], 'item_13': [89, 1, 63, 84], 'item_14': [88, 76, 27, 52], 'item_15': [90, 36, 92, 7], 'item_16': [39, 55, 11, 35], 'item_17': [7, 93, 30, 1], 'item_18': [67, 1, 28, 79], 'item_19': [9, 68, 99, 57], 'item_20': [15, 58, 97, 26], 'item_21': [25, 81, 14, 20], 'item_22': [1, 70, 86, 74], 'item_23': [49, 51, 68, 1], 'item_24': [47, 15, 72, 21], 'item_25': [41, 18, 57, 63]}",21.0
divergent,25,"{'item_1': [16, 24, 8, 78], 'item_2': [18, 1, 75, 13], 'item_3': [90, 1, 74, 90], 'item_4': [25, 79, 79, 47], 'item_5': [100, 5, 3, 27], 'item_6': [65, 66, 83, 1], 'item_7': [15, 96, 82, 94], 'item_8': [49, 88, 8, 78], 'item_9': [95, 75, 1, 13], 'item_10': [71, 46, 44, 78], 'item_11': [88, 32, 47, 5], 'item_12': [44, 4, 67, 41], 'item_13': [37, 7, 32, 97], 'item_14': [31, 51, 91, 69], 'item_15': [1, 67, 64, 7], 'item_16': [47, 5, 86, 1], 'item_17': [73, 70, 1, 25], 'item_18': [17, 59, 5, 31], 'item_19': [15, 84, 49, 5], 'item_20': [1, 75, 10, 40], 'item_21': [83, 68, 5, 84], 'item_22': [5, 9, 58, 79], 'item_23': [46, 52, 67, 30], 'item_24': [77, 21, 82, 81], 'item_25': [5, 16, 27, 5]}",22.0
divergent,25,"{'item_1': [74, 50, 81, 14], 'item_2': [89, 1, 95, 88], 'item_3': [83, 62, 5, 71], 'item_4': [97, 35, 55, 1], 'item_5': [37, 1, 60, 56], 'item_6': [50, 26, 40, 74], 'item_7': [97, 2, 1, 27], 'item_8': [80, 48, 5, 42], 'item_9': [100, 20, 70, 10], 'item_10': [72, 5, 23, 32], 'item_11': [44, 22, 15, 94], 'item_12': [5, 4, 70, 34], 'item_13': [7, 60, 1, 13], 'item_14': [3, 19, 88, 57], 'item_15': [14, 13, 36, 66], 'item_16': [56, 77, 94, 2], 'item_17': [75, 32, 50, 5], 'item_18': [59, 55, 79, 5], 'item_19': [73, 77, 9, 10], 'item_20': [41, 52, 92, 1], 'item_21': [30, 39, 87, 78], 'item_22': [5, 57, 14, 31], 'item_23': [1, 34, 21, 48], 'item_24': [1, 74, 94, 85], 'item_25': [57, 5, 76, 91]}",23.0
divergent,25,"{'item_1': [3, 3, 88, 38], 'item_2': [72, 21, 83, 20], 'item_3': [42, 77, 90, 1], 'item_4': [5, 38, 44, 5], 'item_5': [74, 12, 1, 55], 'item_6': [16, 5, 58, 42], 'item_7': [97, 36, 91, 20], 'item_8': [5, 56, 35, 12], 'item_9': [76, 1, 100, 21], 'item_10': [25, 9, 43, 72], 'item_11': [13, 24, 60, 98], 'item_12': [71, 1, 99, 67], 'item_13': [21, 24, 5, 14], 'item_14': [7, 41, 30, 93], 'item_15': [57, 86, 4, 1], 'item_16': [1, 47, 87, 15], 'item_17': [44, 11, 9, 5], 'item_18': [51, 5, 71, 59], 'item_19': [68, 36, 5, 37], 'item_20': [1, 86, 19, 80], 'item_21': [2, 88, 41, 90], 'item_22': [98, 26, 1, 84], 'item_23': [33, 85, 94, 32], 'item_24': [4, 87, 45, 44], 'item_25': [55, 21, 77, 99]}",24.0
divergent,25,"{'item_1': [58, 73, 45, 61], 'item_2': [99, 5, 17, 90], 'item_3': [62, 97, 25, 33], 'item_4': [43, 37, 30, 26], 'item_5': [50, 6, 30, 5], 'item_6': [84, 1, 97, 93], 'item_7': [48, 64, 25, 85], 'item_8': [42, 65, 89, 54], 'item_9': [78, 62, 5, 42], 'item_10': [72, 49, 5, 95], 'item_11': [5, 74, 32, 87], 'item_12': [5, 11, 67, 16], 'item_13': [19, 75, 56, 99], 'item_14': [36, 3, 67, 59], 'item_15': [22, 1, 44, 27], 'item_16': [56, 94, 1, 56], 'item_17': [44, 97, 64, 5], 'item_18': [62, 20, 1, 68], 'item_19': [5, 5, 76, 83], 'item_20': [19, 80, 63, 94], 'item_21': [1, 46, 8, 54], 'item_22': [1, 28, 45, 83], 'item_23': [87, 4, 62, 1], 'item_24': [51, 66, 88, 1], 'item_25': [74, 14, 6, 65]}",25.0
divergent,25,"{'item_1': [66, 5, 77, 32], 'item_2': [31, 23, 25, 99], 'item_3': [98, 5, 5, 5], 'item_4': [66, 98, 60, 63], 'item_5': [1, 91, 37, 1], 'item_6': [45, 56, 1, 5], 'item_7': [5, 63, 1, 97], 'item_8': [86, 1, 75, 59], 'item_9': [17, 3, 22, 65], 'item_10': [29, 87, 18, 78], 'item_11': [56, 74, 52, 75], 'item_12': [72, 8, 75, 75], 'item_13': [4, 82, 87, 50], 'item_14': [93, 17, 15, 52], 'item_15': [24, 85, 90, 25], 'item_16': [19, 83, 40, 99], 'item_17': [11, 12, 71, 75], 'item_18': [19, 3, 96, 59], 'item_19': [5, 1, 74, 64], 'item_20': [17, 31, 5, 97], 'item_21': [2, 12, 62, 14], 'item_22': [35, 59, 7, 13], 'item_23': [26, 100, 30, 8], 'item_24': [59, 77, 63, 45], 'item_25': [1, 65, 98, 1]}",26.0
divergent,25,"{'item_1': [70, 94, 16, 1], 'item_2': [29, 55, 63, 34], 'item_3': [48, 95, 9, 2], 'item_4': [73, 65, 98, 86], 'item_5': [5, 3, 72, 95], 'item_6': [1, 96, 1, 93], 'item_7': [14, 1, 59, 45], 'item_8': [42, 32, 15, 62], 'item_9': [32, 31, 53, 21], 'item_10': [61, 91, 84, 21], 'item_11': [94, 5, 4, 56], 'item_12': [47, 3, 88, 60], 'item_13': [47, 29, 1, 5], 'item_14': [45, 74, 68, 47], 'item_15': [1, 73, 72, 86], 'item_16': [87, 21, 81, 64], 'item_17': [50, 19, 19, 94], 'item_18': [82, 50, 27, 5], 'item_19': [70, 30, 81, 1], 'item_20': [81, 98, 5, 67], 'item_21': [48, 1, 9, 76], 'item_22': [4, 94, 90, 3], 'item_23': [38, 5, 97, 7], 'item_24': [44, 74, 95, 88], 'item_25': [5, 96, 5, 48]}",27.0
divergent,25,"{'item_1': [60, 50, 62, 7], 'item_2': [5, 22, 87, 100], 'item_3': [27, 66, 14, 4], 'item_4': [12, 37, 95, 5], 'item_5': [1, 5, 75, 28], 'item_6': [70, 13, 79, 74], 'item_7': [30, 86, 82, 4], 'item_8': [26, 90, 98, 26], 'item_9': [9, 86, 1, 6], 'item_10': [77, 29, 24, 12], 'item_11': [1, 49, 82, 12], 'item_12': [18, 89, 46, 95], 'item_13': [70, 60, 1, 87], 'item_14': [41, 63, 80, 44], 'item_15': [86, 67, 13, 1], 'item_16': [65, 7, 87, 1], 'item_17': [23, 5, 6, 53], 'item_18': [83, 54, 85, 38], 'item_19': [72, 1, 5, 4], 'item_20': [44, 58, 80, 13], 'item_21': [5, 100, 25, 30], 'item_22': [91, 25, 95, 34], 'item_23': [33, 51, 75, 72], 'item_24': [42, 1, 61, 68], 'item_25': [79, 46, 5, 5]}",28.0
divergent,25,"{'item_1': [35, 24, 5, 49], 'item_2': [1, 29, 23, 84], 'item_3': [1, 88, 10, 55], 'item_4': [65, 95, 25, 2], 'item_5': [25, 94, 63, 82], 'item_6': [25, 13, 1, 49], 'item_7': [57, 97, 63, 68], 'item_8': [77, 21, 1, 98], 'item_9': [11, 56, 61, 35], 'item_10': [75, 5, 2, 1], 'item_11': [78, 81, 19, 5], 'item_12': [97, 37, 53, 74], 'item_13': [98, 1, 39, 85], 'item_14': [61, 98, 78, 35], 'item_15': [44, 97, 47, 10], 'item_16': [5, 69, 47, 70], 'item_17': [59, 1, 80, 42], 'item_18': [84, 7, 22, 42], 'item_19': [7, 70, 48, 90], 'item_20': [47, 80, 30, 87], 'item_21': [54, 91, 4, 60], 'item_22': [5, 5, 97, 5], 'item_23': [65, 84, 60, 22], 'item_24': [55, 93, 5, 30], 'item_25': [39, 19, 90, 1]}",29.0
